Taxonomic Identification,Phylum or Class,Date,Station Number,Depth (m),Density (cells/mL),Biovolume (cubic micrometers/mL),Cell Volume (cubic micrometers/cell)
Teleaulax amphioxeia,CRYPTOPHYTA,8/3/2010,18,2,80.0,54456.0,680.7
Synechocystis sp.,CYANOPHYCEAE,8/3/2010,18,2,125.0,62.5,0.5
Dinophysis acuminata,DINOPHYCEAE,8/3/2010,18,2,2.4,47499.6,19791.5
Gonyaulax sp.,DINOPHYCEAE,8/3/2010,18,2,1.2,3504.5,2920.4
Gyrodinium spirale,DINOPHYCEAE,8/3/2010,18,2,0.8,14189.3,17736.6
Heterocapsa rotundata,DINOPHYCEAE,8/3/2010,18,2,20.0,4692.0,234.6
Heterocapsa triquetra,DINOPHYCEAE,8/3/2010,18,2,9.6,23090.8,2405.3
Karlodinium veneficum,DINOPHYCEAE,8/3/2010,18,2,0.8,1371.0,1713.8
Lebouridinium glaucum,DINOPHYCEAE,8/3/2010,18,2,1.2,1602.0,1335.0
Minuscula bipes,DINOPHYCEAE,8/3/2010,18,2,0.4,602.7,1506.8
Phalacroma oxytoxoides,DINOPHYCEAE,8/3/2010,18,2,0.8,3497.6,4372.0
Prorocentrum gracile,DINOPHYCEAE,8/3/2010,18,2,0.4,910.1,2275.3
Prorocentrum micans,DINOPHYCEAE,8/3/2010,18,2,0.8,9424.5,11780.6
Protoperidinium steinii,DINOPHYCEAE,8/3/2010,18,2,0.2,2161.1,10805.5
Nannochloropsis spp.,EUSTIGMATOPHYCEAE,8/3/2010,18,2,6250.0,4375.0,0.7
Cyclotella atomus,BACILLARIOPHYTA,8/3/2010,32,2,6535.1,221539.9,33.9
Cyclotella choctawhatcheeana,BACILLARIOPHYTA,8/3/2010,32,2,40.0,49260.0,1231.5
Thalassiosira anguste-lineata,BACILLARIOPHYTA,8/3/2010,32,2,0.6,846.1,1410.2
Thalassiosira eccentrica,BACILLARIOPHYTA,8/3/2010,32,2,0.6,18849.0,31415.0
Thalassiosira hendeyi,BACILLARIOPHYTA,8/3/2010,32,2,0.8,15482.6,19353.3
Chlorella salina,CHLOROPHYTA,8/3/2010,32,2,1766.3,24904.8,14.1
Pseudoscourfieldia marina,CHLOROPHYTA,8/3/2010,32,2,176.6,724.1,4.1
Pyramimonas parkeae,CHLOROPHYTA,8/3/2010,32,2,480.0,15696.0,32.7
Hemiselmis sp.,CRYPTOPHYTA,8/3/2010,32,2,8160.0,51408.0,6.3
Plagioselmis prolonga var. nordica,CRYPTOPHYTA,8/3/2010,32,2,640.0,155968.0,243.7
Teleaulax amphioxeia,CRYPTOPHYTA,8/3/2010,32,2,40.0,27228.0,680.7
Synechocystis sp.,CYANOPHYCEAE,8/3/2010,32,2,176.6,88.3,0.5
Nannochloropsis spp.,EUSTIGMATOPHYCEAE,8/3/2010,32,2,1942.9,971.5,0.5
Actinoptychus senarius,BACILLARIOPHYTA,8/17/2010,13,2,1.2,9122.9,7602.4
Chaetoceros subtilis,BACILLARIOPHYTA,8/17/2010,13,2,1.2,1413.7,1178.1
Cyclotella atomus,BACILLARIOPHYTA,8/17/2010,13,2,240.0,18840.0,78.5
Entomoneis paludosa,BACILLARIOPHYTA,8/17/2010,13,2,0.2,4241.0,21205.0
Lennoxia faveolata,BACILLARIOPHYTA,8/17/2010,13,2,0.8,581.2,726.5
Leptocylindrus minimus,BACILLARIOPHYTA,8/17/2010,13,2,1.2,706.8,589.0
Navicula septentrionalis,BACILLARIOPHYTA,8/17/2010,13,2,0.2,190.4,952.0
Thalassionema nitzschioides,BACILLARIOPHYTA,8/17/2010,13,2,1.2,2524.6,2103.8
Thalassiosira anguste-lineata,BACILLARIOPHYTA,8/17/2010,13,2,1.6,2827.4,1767.1
Thalassiosira eccentrica,BACILLARIOPHYTA,8/17/2010,13,2,3.6,101780.2,28272.3
Thalassiosira nodulolineata,BACILLARIOPHYTA,8/17/2010,13,2,1.2,101046.7,84205.6
Thalassiosira pacifica,BACILLARIOPHYTA,8/17/2010,13,2,0.8,4342.8,5428.5
Trieres mobiliensis,BACILLARIOPHYTA,8/17/2010,13,2,1.2,15833.2,13194.3
Pyramimonas parkeae,CHLOROPHYTA,8/17/2010,13,2,160.0,5232.0,32.7
Hemiselmis sp.,CRYPTOPHYTA,8/17/2010,13,2,1720.0,22016.0,12.8
Plagioselmis prolonga var. nordica,CRYPTOPHYTA,8/17/2010,13,2,1600.0,271360.0,169.6
Rhodomonas marina,CRYPTOPHYTA,8/17/2010,13,2,40.0,38536.0,963.4
Teleaulax amphioxeia,CRYPTOPHYTA,8/17/2010,13,2,400.0,272280.0,680.7
Synechocystis sp.,CYANOPHYCEAE,8/17/2010,13,2,250.0,287.5,1.2
Gyrodinium estuariale,DINOPHYCEAE,8/17/2010,13,2,0.4,422.2,1055.5
Gyrodinium spirale,DINOPHYCEAE,8/17/2010,13,2,0.2,3958.3,19791.5
Heterocapsa triquetra,DINOPHYCEAE,8/17/2010,13,2,8.8,18908.6,2148.7
Noctiluca scintillans,DINOPHYCEAE,8/17/2010,13,2,1.6,139377.9,87111.2
Phalacroma oxytoxoides,DINOPHYCEAE,8/17/2010,13,2,0.2,874.4,4372.0
Prorocentrum micans,DINOPHYCEAE,8/17/2010,13,2,0.4,3272.4,8181.0
Nannochloropsis spp.,EUSTIGMATOPHYCEAE,8/17/2010,13,2,3250.0,3125.0,1.0
Actinoptychus senarius,BACILLARIOPHYTA,8/17/2010,15,2,0.2,1551.2,7756.0
Cyclotella atomus,BACILLARIOPHYTA,8/17/2010,15,2,320.0,31424.0,98.2
Lennoxia faveolata,BACILLARIOPHYTA,8/17/2010,15,2,0.8,471.2,589.0
Pleurosigma sp. 1,BACILLARIOPHYTA,8/17/2010,15,2,1.2,11758.5,9798.8
Thalassiosira eccentrica,BACILLARIOPHYTA,8/17/2010,15,2,2.8,45757.8,16342.1
Thalassiosira hendeyi,BACILLARIOPHYTA,8/17/2010,15,2,2.4,69485.0,28952.1
Thalassiosira nodulolineata,BACILLARIOPHYTA,8/17/2010,15,2,0.8,38861.6,48577.0
Thalassiosira pacifica,BACILLARIOPHYTA,8/17/2010,15,2,2.0,9424.5,4712.3
Thalassiosira punctigera,BACILLARIOPHYTA,8/17/2010,15,2,0.8,112817.5,141021.9
Trieres mobiliensis,BACILLARIOPHYTA,8/17/2010,15,2,0.4,15440.3,38600.8
Pyramimonas parkeae,CHLOROPHYTA,8/17/2010,15,2,120.0,3924.0,32.7
Hemiselmis sp.,CRYPTOPHYTA,8/17/2010,15,2,1880.0,23124.0,12.3
Plagioselmis prolonga var. nordica,CRYPTOPHYTA,8/17/2010,15,2,920.0,156032.0,169.6
Rhodomonas marina,CRYPTOPHYTA,8/17/2010,15,2,20.0,13404.0,670.2
Teleaulax amphioxeia,CRYPTOPHYTA,8/17/2010,15,2,560.0,234584.0,418.9
Synechocystis sp.,CYANOPHYCEAE,8/17/2010,15,2,500.0,250.0,0.5
Dinophysis acuminata,DINOPHYCEAE,8/17/2010,15,2,0.2,2523.0,12615.0
Heterocapsa triquetra,DINOPHYCEAE,8/17/2010,15,2,0.8,821.0,1026.3
Kofoidinium sp.,DINOPHYCEAE,8/17/2010,15,2,5.2,607444.0,116816.2
Phalacroma oxytoxoides,DINOPHYCEAE,8/17/2010,15,2,0.8,3497.6,4372.0
Protoperidinium sp.,DINOPHYCEAE,8/17/2010,15,2,1.2,6433.7,5361.4
Scrippsiella trochoidea,DINOPHYCEAE,8/17/2010,15,2,0.8,2227.4,2784.3
Nannochloropsis spp.,EUSTIGMATOPHYCEAE,8/17/2010,15,2,1250.0,1437.5,1.2
Actinoptychus senarius,BACILLARIOPHYTA,9/1/2010,21,2,9.2,75416.1,8197.4
Asterionellopsis glacialis,BACILLARIOPHYTA,9/1/2010,21,2,0.4,895.1,2237.8
Ceratoneis closterium,BACILLARIOPHYTA,9/1/2010,21,2,0.4,100.0,250.0
Chaetoceros decipiens,BACILLARIOPHYTA,9/1/2010,21,2,0.4,3801.0,9502.5
Cyclotella atomus,BACILLARIOPHYTA,9/1/2010,21,2,80.0,4024.0,50.3
Cyclotella choctawhatcheeana,BACILLARIOPHYTA,9/1/2010,21,2,40.0,25132.0,628.3
Ditylum brightwellii,BACILLARIOPHYTA,9/1/2010,21,2,0.2,22050.0,110250.0
Lennoxia faveolata,BACILLARIOPHYTA,9/1/2010,21,2,2.8,67.2,24.0
Navicula septentrionalis,BACILLARIOPHYTA,9/1/2010,21,2,0.2,154.0,770.0
Skeletonema costatum,BACILLARIOPHYTA,9/1/2010,21,2,4.0,1005.6,251.4
Thalassionema nitzschioides,BACILLARIOPHYTA,9/1/2010,21,2,0.2,470.4,2352.0
Thalassiosira hendeyi,BACILLARIOPHYTA,9/1/2010,21,2,4.4,555772.4,126311.9
Thalassiosira punctigera,BACILLARIOPHYTA,9/1/2010,21,2,0.8,99522.8,124403.5
Trieres mobiliensis,BACILLARIOPHYTA,9/1/2010,21,2,0.2,3171.7,15858.5
Chlorella salina,CHLOROPHYTA,9/1/2010,21,2,750.0,49125.0,65.5
Pyramimonas spp.,CHLOROPHYTA,9/1/2010,21,2,0.2,268.1,1340.5
Hemiselmis sp.,CRYPTOPHYTA,9/1/2010,21,2,2880.0,61056.0,21.2
Plagioselmis prolonga var. nordica,CRYPTOPHYTA,9/1/2010,21,2,2000.0,320600.0,160.3
Teleaulax amphioxeia,CRYPTOPHYTA,9/1/2010,21,2,40.0,16556.0,413.9
Synechocystis sp.,CYANOPHYCEAE,9/1/2010,21,2,750.0,375.0,0.5
Alexandrium sp.,DINOPHYCEAE,9/1/2010,21,2,0.4,2534.2,6335.5
Dinophysis acuminata,DINOPHYCEAE,9/1/2010,21,2,0.8,12304.3,15380.4
Gonyaulax digitale,DINOPHYCEAE,9/1/2010,21,2,3.2,62066.3,19395.7
Heterocapsa triquetra,DINOPHYCEAE,9/1/2010,21,2,8.0,8275.2,1034.4
Kofoidinium sp.,DINOPHYCEAE,9/1/2010,21,2,6.4,384218.3,60034.1
Minuscula bipes,DINOPHYCEAE,9/1/2010,21,2,1.6,2920.7,1825.4
Phalacroma oxytoxoides,DINOPHYCEAE,9/1/2010,21,2,1.6,4470.8,2794.3
Prorocentrum micans,DINOPHYCEAE,9/1/2010,21,2,0.8,9424.6,11780.8
Protoperidinium divergens,DINOPHYCEAE,9/1/2010,21,2,0.8,44182.1,55227.6
Protoperidinium leonis,DINOPHYCEAE,9/1/2010,21,2,0.8,78930.3,98662.9
Protoperidinium pellucidum,DINOPHYCEAE,9/1/2010,21,2,0.2,41381.8,206909.0
Eutreptiella eupharyngea,EUGLENOPHYTA,9/1/2010,21,2,1.8,754.1,418.9
Nannochloropsis spp.,EUSTIGMATOPHYCEAE,9/1/2010,21,2,4750.0,6875.0,1.4
Chaetoceros subtilis,BACILLARIOPHYTA,9/1/2010,32,2,160.0,31424.0,196.4
Cyclotella atomus,BACILLARIOPHYTA,9/1/2010,32,2,10750.0,205325.0,19.1
Cyclotella choctawhatcheeana,BACILLARIOPHYTA,9/1/2010,32,2,40.0,12064.0,301.6
Paralia sulcata,BACILLARIOPHYTA,9/1/2010,32,2,0.8,1752.4,2190.5
Skeletonema costatum,BACILLARIOPHYTA,9/1/2010,32,2,2.6,238.7,91.8
Thalassiosira eccentrica,BACILLARIOPHYTA,9/1/2010,32,2,0.8,16074.1,20092.6
Pyramimonas parkeae,CHLOROPHYTA,9/1/2010,32,2,125.0,3400.0,27.2
Resultor mikron,CHLOROPHYTA,9/1/2010,32,2,750.0,1875.0,2.5
Hemiselmis sp.,CRYPTOPHYTA,9/1/2010,32,2,9600.0,203520.0,21.2
Plagioselmis prolonga var. nordica,CRYPTOPHYTA,9/1/2010,32,2,880.0,132704.0,150.8
Synechocystis sp.,CYANOPHYCEAE,9/1/2010,32,2,500.0,250.0,0.5
Nannochloropsis spp.,EUSTIGMATOPHYCEAE,9/1/2010,32,2,250.0,125.0,0.5
Heterosigma akashiwo,RAPHIDOPHYCEAE,9/1/2010,32,2,120.0,32172.0,268.1
Chaetoceros subtilis,BACILLARIOPHYTA,9/1/2010,36,2,4.0,271.6,67.9
Cyclotella atomus,BACILLARIOPHYTA,9/1/2010,36,2,20000.0,1006000.0,50.3
Lennoxia faveolata,BACILLARIOPHYTA,9/1/2010,36,2,0.8,32.0,40.0
Paralia sulcata,BACILLARIOPHYTA,9/1/2010,36,2,1.4,1579.9,1128.5
Thalassiosira eccentrica,BACILLARIOPHYTA,9/1/2010,36,2,4.0,65202.2,16300.6
Thalassiosira visurgis,BACILLARIOPHYTA,9/1/2010,36,2,0.4,3257.2,8143.0
Pyramimonas parkeae,CHLOROPHYTA,9/1/2010,36,2,480.0,15744.0,32.8
Hemiselmis sp.,CRYPTOPHYTA,9/1/2010,36,2,12000.0,88800.0,7.4
Plagioselmis prolonga var. nordica,CRYPTOPHYTA,9/1/2010,36,2,1280.0,193024.0,150.8
Teleaulax amphioxeia,CRYPTOPHYTA,9/1/2010,36,2,160.0,66224.0,413.9
Synechocystis sp.,CYANOPHYCEAE,9/1/2010,36,2,250.0,125.0,0.5
Nannochloropsis spp.,EUSTIGMATOPHYCEAE,9/1/2010,36,2,4000.0,4262.5,1.1
Heterosigma akashiwo,RAPHIDOPHYCEAE,9/1/2010,36,2,320.0,107232.0,335.1
Actinoptychus senarius,BACILLARIOPHYTA,9/14/2010,13,2,1.4,9579.1,6842.2
Cerataulina pelagica,BACILLARIOPHYTA,9/14/2010,13,2,1.6,19998.0,12498.8
Ceratoneis closterium,BACILLARIOPHYTA,9/14/2010,13,2,0.6,150.0,250.0
Cyclotella atomus,BACILLARIOPHYTA,9/14/2010,13,2,160.0,8048.0,50.3
Cyclotella choctawhatcheeana,BACILLARIOPHYTA,9/14/2010,13,2,20.0,6032.0,301.6
Thalassionema nitzschioides,BACILLARIOPHYTA,9/14/2010,13,2,0.2,540.0,2700.0
Nannochloris spp.,CHLOROPHYTA,9/14/2010,13,2,750.0,3150.0,4.2
Pyramimonas parkeae,CHLOROPHYTA,9/14/2010,13,2,280.0,9184.0,32.8
Mesodinium rubrum,CILIOPHORA,9/14/2010,13,2,0.2,6701.9,33509.5
Hemiselmis sp.,CRYPTOPHYTA,9/14/2010,13,2,960.0,14208.0,14.8
Plagioselmis prolonga var. nordica,CRYPTOPHYTA,9/14/2010,13,2,1360.0,153816.0,113.1
Teleaulax amphioxeia,CRYPTOPHYTA,9/14/2010,13,2,160.0,48656.0,304.1
Gonyaulax digitale,DINOPHYCEAE,9/14/2010,13,2,0.4,7758.3,19395.8
Heterocapsa triquetra,DINOPHYCEAE,9/14/2010,13,2,1.2,3141.6,2618.0
Kofoidinium sp.,DINOPHYCEAE,9/14/2010,13,2,0.2,11452.7,57263.5
Prorocentrum gracile,DINOPHYCEAE,9/14/2010,13,2,0.4,633.4,1583.5
Nannochloropsis spp.,EUSTIGMATOPHYCEAE,9/14/2010,13,2,3250.0,2600.0,0.8
Actinoptychus senarius,BACILLARIOPHYTA,9/14/2010,15,2,4.0,15205.2,3801.3
Ceratoneis closterium,BACILLARIOPHYTA,9/14/2010,15,2,0.8,160.0,200.0
Chaetoceros eibenii,BACILLARIOPHYTA,9/14/2010,15,2,0.1,1639.5,16395.0
Cyclotella atomus,BACILLARIOPHYTA,9/14/2010,15,2,750.0,37725.0,50.3
Cyclotella choctawhatcheeana,BACILLARIOPHYTA,9/14/2010,15,2,80.0,24128.0,301.6
Guinardia delicatula,BACILLARIOPHYTA,9/14/2010,15,2,0.4,1692.7,4231.8
Pleurosigma sp. 1,BACILLARIOPHYTA,9/14/2010,15,2,0.2,1508.7,7543.5
Pleurosigma strigosum,BACILLARIOPHYTA,9/14/2010,15,2,0.2,1507.5,7537.5
Pseudo-nitzschia australis,BACILLARIOPHYTA,9/14/2010,15,2,0.8,920.0,1150.0
Rhizosolenia setigera,BACILLARIOPHYTA,9/14/2010,15,2,0.2,10658.5,53292.5
Thalassionema nitzschioides,BACILLARIOPHYTA,9/14/2010,15,2,0.8,3920.0,4900.0
Thalassiosira eccentrica,BACILLARIOPHYTA,9/14/2010,15,2,4.0,100528.0,25132.0
Thalassiosira punctigera,BACILLARIOPHYTA,9/14/2010,15,2,0.8,379917.4,474896.8
Nannochloris spp.,CHLOROPHYTA,9/14/2010,15,2,375.0,1575.0,4.2
Pyramimonas parkeae,CHLOROPHYTA,9/14/2010,15,2,520.0,17056.0,32.8
Hemiselmis sp.,CRYPTOPHYTA,9/14/2010,15,2,6720.0,104160.0,15.5
Leucocryptos marina,CRYPTOPHYTA,9/14/2010,15,2,20.0,1964.0,98.2
Plagioselmis prolonga var. nordica,CRYPTOPHYTA,9/14/2010,15,2,1840.0,168728.0,91.7
Teleaulax amphioxeia,CRYPTOPHYTA,9/14/2010,15,2,240.0,72984.0,304.1
Alexandrium tamarense,DINOPHYCEAE,9/14/2010,15,2,0.4,3272.4,8181.0
Dinophysis acuminata,DINOPHYCEAE,9/14/2010,15,2,0.2,2748.9,13744.5
Gonyaulax digitale,DINOPHYCEAE,9/14/2010,15,2,2.8,42221.8,15079.2
Kofoidinium sp.,DINOPHYCEAE,9/14/2010,15,2,2.0,114526.6,57263.3
Minuscula bipes,DINOPHYCEAE,9/14/2010,15,2,0.4,496.6,1241.5
Prorocentrum gracile,DINOPHYCEAE,9/14/2010,15,2,2.4,6280.6,2616.9
Prorocentrum micans,DINOPHYCEAE,9/14/2010,15,2,0.8,14513.8,18142.3
Nannochloropsis spp.,EUSTIGMATOPHYCEAE,9/14/2010,15,2,375.0,262.5,0.7
Actinoptychus senarius,BACILLARIOPHYTA,10/1/2010,18,2,2.4,8171.1,3404.6
Asterionellopsis glacialis,BACILLARIOPHYTA,10/1/2010,18,2,0.4,1024.0,2560.0
Ceratoneis closterium,BACILLARIOPHYTA,10/1/2010,18,2,2.4,395.6,164.8
Coscinodiscus sp.,BACILLARIOPHYTA,10/1/2010,18,2,0.2,48766.2,243831.0
Cyclotella atomus,BACILLARIOPHYTA,10/1/2010,18,2,125.0,6287.5,50.3
Ditylum brightwellii,BACILLARIOPHYTA,10/1/2010,18,2,0.4,43500.0,108750.0
Pleurosigma sp. 1,BACILLARIOPHYTA,10/1/2010,18,2,0.2,10437.5,52187.5
Pseudo-nitzschia delicatissima,BACILLARIOPHYTA,10/1/2010,18,2,1.2,208.0,173.3
Rhizosolenia setigera,BACILLARIOPHYTA,10/1/2010,18,2,0.2,12445.5,62227.5
Thalassionema nitzschioides,BACILLARIOPHYTA,10/1/2010,18,2,0.2,224.0,1120.0
Thalassiosira eccentrica,BACILLARIOPHYTA,10/1/2010,18,2,1.2,11875.0,9895.8
Thalassiosira punctigera,BACILLARIOPHYTA,10/1/2010,18,2,4.4,259174.1,58903.2
Nannochloris spp.,CHLOROPHYTA,10/1/2010,18,2,1125.0,4725.0,4.2
Pyramimonas parkeae,CHLOROPHYTA,10/1/2010,18,2,20.0,656.0,32.8
Pyramimonas spp.,CHLOROPHYTA,10/1/2010,18,2,8.0,6032.0,754.0
Hemiselmis sp.,CRYPTOPHYTA,10/1/2010,18,2,1000.0,34800.0,34.8
Plagioselmis prolonga var. nordica,CRYPTOPHYTA,10/1/2010,18,2,300.0,48090.0,160.3
Teleaulax amphioxeia,CRYPTOPHYTA,10/1/2010,18,2,20.0,4592.0,229.6
Synechocystis sp.,CYANOPHYCEAE,10/1/2010,18,2,125.0,62.5,0.5
Alexandrium tamarense,DINOPHYCEAE,10/1/2010,18,2,0.4,2867.2,7168.0
Dinophysis acuminata,DINOPHYCEAE,10/1/2010,18,2,1.2,22298.7,18582.3
Gonyaulax digitale,DINOPHYCEAE,10/1/2010,18,2,10.4,83313.4,8010.9
Gonyaulax gracilis,DINOPHYCEAE,10/1/2010,18,2,1.2,2403.4,2002.8
Heterocapsa triquetra,DINOPHYCEAE,10/1/2010,18,2,12.8,14083.9,1100.3
Karlodinium veneficum,DINOPHYCEAE,10/1/2010,18,2,1.6,1930.3,1206.4
Kofoidinium sp.,DINOPHYCEAE,10/1/2010,18,2,1.2,104533.5,87111.3
Lebouridinium glaucum,DINOPHYCEAE,10/1/2010,18,2,2.4,2533.5,1055.6
Minuscula bipes,DINOPHYCEAE,10/1/2010,18,2,0.8,993.1,1241.4
Oblea rotunda,DINOPHYCEAE,10/1/2010,18,2,3.2,63332.8,19791.5
Phalacroma oxytoxoides,DINOPHYCEAE,10/1/2010,18,2,0.8,3670.8,4588.5
Polykrikos schwartzii,DINOPHYCEAE,10/1/2010,18,2,0.2,12739.3,63696.5
Prorocentrum gracile,DINOPHYCEAE,10/1/2010,18,2,8.0,18947.2,2368.4
Prorocentrum micans,DINOPHYCEAE,10/1/2010,18,2,10.4,188678.9,18142.2
Protoperidinium divergens,DINOPHYCEAE,10/1/2010,18,2,0.4,44902.6,112256.5
Protoperidinium steinii,DINOPHYCEAE,10/1/2010,18,2,0.8,2879.8,3599.8
Tripos furca,DINOPHYCEAE,10/1/2010,18,2,0.2,3274.6,16373.0
Nannochloropsis spp.,EUSTIGMATOPHYCEAE,10/1/2010,18,2,875.0,781.3,0.9
Heterosigma akashiwo,RAPHIDOPHYCEAE,10/1/2010,18,2,5.6,1876.6,335.1
Actinoptychus senarius,BACILLARIOPHYTA,10/1/2010,35,2,2.4,10947.6,4561.5
Ceratoneis closterium,BACILLARIOPHYTA,10/1/2010,35,2,0.4,170.0,425.0
Cyclotella atomus,BACILLARIOPHYTA,10/1/2010,35,2,43490.0,1433947.0,33.0
Entomoneis paludosa,BACILLARIOPHYTA,10/1/2010,35,2,0.2,2920.5,14602.5
Skeletonema costatum,BACILLARIOPHYTA,10/1/2010,35,2,4.8,471.4,98.2
Thalassiosira hendeyi,BACILLARIOPHYTA,10/1/2010,35,2,0.4,229722.2,574305.5
Thalassiosira spp.,BACILLARIOPHYTA,10/1/2010,35,2,0.4,5089.3,12723.3
Hemiselmis sp.,CRYPTOPHYTA,10/1/2010,35,2,5600.0,41440.0,7.4
Plagioselmis prolonga var. nordica,CRYPTOPHYTA,10/1/2010,35,2,880.0,141064.0,160.3
Synechocystis sp.,CYANOPHYCEAE,10/1/2010,35,2,5000.0,2500.0,0.5
Alexandrium sp.,DINOPHYCEAE,10/1/2010,35,2,1.2,3086.9,2572.4
Karlodinium veneficum,DINOPHYCEAE,10/1/2010,35,2,3.2,2895.4,904.8
Eutreptiella eupharyngea,EUGLENOPHYTA,10/1/2010,35,2,2.4,1005.4,418.9
Nannochloropsis spp.,EUSTIGMATOPHYCEAE,10/1/2010,35,2,2500.0,1750.0,0.7
Heterosigma akashiwo,RAPHIDOPHYCEAE,10/1/2010,35,2,2000.0,670200.0,335.1
Actinoptychus senarius,BACILLARIOPHYTA,10/26/2010,15,2,3.2,8218.5,2568.3
Ceratoneis closterium,BACILLARIOPHYTA,10/26/2010,15,2,1.6,600.0,375.0
Chaetoceros subtilis,BACILLARIOPHYTA,10/26/2010,15,2,80.0,11000.0,137.5
Cyclotella atomus,BACILLARIOPHYTA,10/26/2010,15,2,480.0,47136.0,98.2
Cyclotella choctawhatcheeana,BACILLARIOPHYTA,10/26/2010,15,2,40.0,12064.0,301.6
Nitzschia ligowskii,BACILLARIOPHYTA,10/26/2010,15,2,0.8,6030.0,7537.5
Pseudo-nitzschia delicatissima,BACILLARIOPHYTA,10/26/2010,15,2,2.0,327.6,163.8
Pseudo-nitzschia pungens,BACILLARIOPHYTA,10/26/2010,15,2,0.8,2355.2,2944.0
Thalassiosira eccentrica,BACILLARIOPHYTA,10/26/2010,15,2,1.2,40409.3,33674.4
Thalassiosira hendeyi,BACILLARIOPHYTA,10/26/2010,15,2,0.6,23510.3,39183.8
Thalassiosira punctigera,BACILLARIOPHYTA,10/26/2010,15,2,0.2,89061.6,445308.0
Nannochloris spp.,CHLOROPHYTA,10/26/2010,15,2,750.0,3150.0,4.2
Pyramimonas parkeae,CHLOROPHYTA,10/26/2010,15,2,20.0,656.0,32.8
Pyramimonas spp.,CHLOROPHYTA,10/26/2010,15,2,0.4,319.8,799.5
Hemiselmis sp.,CRYPTOPHYTA,10/26/2010,15,2,1320.0,24948.0,18.9
Plagioselmis prolonga var. nordica,CRYPTOPHYTA,10/26/2010,15,2,840.0,126672.0,150.8
Teleaulax amphioxeia,CRYPTOPHYTA,10/26/2010,15,2,80.0,37536.0,469.2
Synechocystis sp.,CYANOPHYCEAE,10/26/2010,15,2,125.0,62.5,0.5
Gonyaulax digitale,DINOPHYCEAE,10/26/2010,15,2,12.8,192672.0,15052.5
Heterocapsa triquetra,DINOPHYCEAE,10/26/2010,15,2,1.2,1241.3,1034.4
Kofoidinium sp.,DINOPHYCEAE,10/26/2010,15,2,0.4,26179.2,65448.0
Phalacroma oxytoxoides,DINOPHYCEAE,10/26/2010,15,2,0.8,2527.8,3159.8
Prorocentrum gracile,DINOPHYCEAE,10/26/2010,15,2,3.2,8603.9,2688.7
Prorocentrum micans,DINOPHYCEAE,10/26/2010,15,2,5.2,94339.5,18142.2
Tripos furca,DINOPHYCEAE,10/26/2010,15,2,0.2,16311.5,81557.5
Nannochloropsis spp.,EUSTIGMATOPHYCEAE,10/26/2010,15,2,1875.0,1962.5,1.0
Heterosigma akashiwo,RAPHIDOPHYCEAE,10/26/2010,15,2,20.0,6702.0,335.1
Achnanthes longipes,BACILLARIOPHYTA,10/26/2010,18,2,0.4,12772.1,31930.3
Actinoptychus senarius,BACILLARIOPHYTA,10/26/2010,18,2,3.2,18849.0,5890.3
Cerataulina pelagica,BACILLARIOPHYTA,10/26/2010,18,2,0.8,1286.8,1608.5
Ceratoneis closterium,BACILLARIOPHYTA,10/26/2010,18,2,2.0,225.0,112.5
Cyclotella atomus,BACILLARIOPHYTA,10/26/2010,18,2,640.0,32192.0,50.3
Cyclotella choctawhatcheeana,BACILLARIOPHYTA,10/26/2010,18,2,80.0,24128.0,301.6
Lennoxia faveolata,BACILLARIOPHYTA,10/26/2010,18,2,8.0,377.6,47.2
Leptocylindrus minimus,BACILLARIOPHYTA,10/26/2010,18,2,0.8,446.2,557.8
Paralia sulcata,BACILLARIOPHYTA,10/26/2010,18,2,1.6,1805.6,1128.5
Pseudo-nitzschia australis,BACILLARIOPHYTA,10/26/2010,18,2,8.0,10400.0,1300.0
Pseudo-nitzschia delicatissima,BACILLARIOPHYTA,10/26/2010,18,2,1.6,269.8,168.6
Thalassionema nitzschioides,BACILLARIOPHYTA,10/26/2010,18,2,1.6,3800.0,2375.0
Thalassiosira eccentrica,BACILLARIOPHYTA,10/26/2010,18,2,0.4,2714.3,6785.8
Thalassiosira hendeyi,BACILLARIOPHYTA,10/26/2010,18,2,0.8,67568.7,84460.9
Thalassiosira pacifica,BACILLARIOPHYTA,10/26/2010,18,2,1.2,909.2,757.7
Thalassiosira punctigera,BACILLARIOPHYTA,10/26/2010,18,2,0.4,76968.8,192422.0
Trieres mobiliensis,BACILLARIOPHYTA,10/26/2010,18,2,0.8,12686.7,15858.4
Nannochloris spp.,CHLOROPHYTA,10/26/2010,18,2,375.0,1575.0,4.2
Pyramimonas parkeae,CHLOROPHYTA,10/26/2010,18,2,40.0,1312.0,32.8
Pyramimonas spp.,CHLOROPHYTA,10/26/2010,18,2,0.8,615.8,769.8
Hemiselmis sp.,CRYPTOPHYTA,10/26/2010,18,2,2260.0,48928.0,21.6
Plagioselmis prolonga var. nordica,CRYPTOPHYTA,10/26/2010,18,2,720.0,183672.0,255.1
Teleaulax amphioxeia,CRYPTOPHYTA,10/26/2010,18,2,10.0,4692.0,469.2
Synechocystis sp.,CYANOPHYCEAE,10/26/2010,18,2,125.0,62.5,0.5
Ceratium divaricatum,DINOPHYCEAE,10/26/2010,18,2,0.8,111757.2,139696.5
Dinophysis acuminata,DINOPHYCEAE,10/26/2010,18,2,0.2,3969.9,19849.5
